fortune_rank_2025,company_name,ticker,cik_padded,target_report_year,ai_window_count,topic_0_count,topic_0_share,topic_1_count,topic_1_share,topic_2_count,topic_2_share,topic_3_count,topic_3_share,topic_4_count,topic_4_share,seed_efficiency_productivity_count,seed_efficiency_productivity_share,seed_negative_sensitive_count,seed_negative_sensitive_share,seed_content_generation_count,seed_content_generation_share,seed_privacy_data_security_count,seed_privacy_data_security_share,seed_infrastructure_platform_count,seed_infrastructure_platform_share,k,k5_topic_0_label,k5_topic_1_label,k5_topic_2_label,k5_topic_3_label,k5_topic_4_label,AI_Privacy_Data_Law_Topic_Count,AI_Privacy_Data_Law_Topic_Share,AI_Business_Product_Topic_Count,AI_Business_Product_Topic_Share,AI_Cybersecurity_Risk_Topic_Count,AI_Cybersecurity_Risk_Topic_Share,AI_Infrastructure_Topic_Count,AI_Infrastructure_Topic_Share,AI_AIUse_LegalRisk_Topic_Count,AI_AIUse_LegalRisk_Topic_Share,AI_NegativeSensitive_Topic_Count,AI_NegativeSensitive_Topic_Share,AI_Negative_Orientation,AI_Dominant_Topic_ID,AI_Dominant_Topic_Label
46,PepsiCo,PEP,0000077476,2025,17,4,0.235294,8,0.470588,2,0.117647,2,0.117647,1,0.058824,14,0.823529,23,1.352941,2,0.117647,31,1.823529,16,0.941176,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,0.235294,8,0.470588,2,0.117647,2,0.117647,1,0.058824,7,0.411765,0.294118,1,business_product_service_revenue
47,Boeing,BA,0000012927,2023,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,3,3.0,0,0.0,2,2.0,1,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,2,cybersecurity_attacks_security_threats
47,Boeing,BA,0000012927,2024,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,3,3.0,0,0.0,2,2.0,1,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,2,cybersecurity_attacks_security_threats
47,Boeing,BA,0000012927,2025,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,3,3.0,0,0.0,2,2.0,1,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,2,cybersecurity_attacks_security_threats
48,UPS,UPS,0001090727,2023,4,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,4,1.0,3,0.75,0,0.0,4,1.0,0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,1,0.25,0.25,1,business_product_service_revenue
48,UPS,UPS,0001090727,2024,5,0,0.0,4,0.8,1,0.2,0,0.0,0,0.0,7,1.4,3,0.6,0,0.0,4,0.8,0,0.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,4,0.8,1,0.2,0,0.0,0,0.0,1,0.2,0.2,1,business_product_service_revenue
48,UPS,UPS,0001090727,2025,12,0,0.0,3,0.25,6,0.5,3,0.25,0,0.0,19,1.583333,12,1.0,0,0.0,34,2.833333,3,0.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,3,0.25,6,0.5,3,0.25,0,0.0,6,0.5,0.25,2,cybersecurity_attacks_security_threats
49,RTX,RTX,0000101829,2023,4,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,3,0.75,5,1.25,0,0.0,3,0.75,3,0.75,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,3,0.75,1,0.25,0,0.0,0,0.0,1,0.25,0.25,1,business_product_service_revenue
49,RTX,RTX,0000101829,2024,10,2,0.2,4,0.4,1,0.1,0,0.0,3,0.3,14,1.4,18,1.8,0,0.0,10,1.0,15,1.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.2,4,0.4,1,0.1,0,0.0,3,0.3,6,0.6,0.6,1,business_product_service_revenue
49,RTX,RTX,0000101829,2025,9,2,0.222222,3,0.333333,1,0.111111,0,0.0,3,0.333333,5,0.555556,13,1.444444,0,0.0,10,1.111111,9,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.222222,3,0.333333,1,0.111111,0,0.0,3,0.333333,6,0.666666,0.666667,1,business_product_service_revenue
50,FedEx,FDX,0001048911,2023,8,3,0.375,2,0.25,0,0.0,3,0.375,0,0.0,7,0.875,10,1.25,0,0.0,16,2.0,10,1.25,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.375,2,0.25,0,0.0,3,0.375,0,0.0,3,0.375,0.0,0,privacy_data_law_protection
50,FedEx,FDX,0001048911,2024,19,7,0.368421,4,0.210526,3,0.157895,5,0.263158,0,0.0,15,0.789474,29,1.526316,0,0.0,47,2.473684,22,1.157895,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,7,0.368421,4,0.210526,3,0.157895,5,0.263158,0,0.0,10,0.526316,0.263158,0,privacy_data_law_protection
50,FedEx,FDX,0001048911,2025,19,7,0.368421,5,0.263158,3,0.157895,4,0.210526,0,0.0,17,0.894737,28,1.473684,0,0.0,48,2.526316,21,1.105263,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,7,0.368421,5,0.263158,3,0.157895,4,0.210526,0,0.0,10,0.526316,0.315789,0,privacy_data_law_protection
51,Progressive,PGR,0000080661,2023,17,6,0.352941,1,0.058824,0,0.0,0,0.0,10,0.588235,1,0.058824,4,0.235294,0,0.0,7,0.411765,16,0.941176,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,6,0.352941,1,0.058824,0,0.0,0,0.0,10,0.588235,16,0.941176,0.941176,4,ai_use_legal_regulatory_risk
51,Progressive,PGR,0000080661,2024,17,2,0.117647,0,0.0,0,0.0,0,0.0,15,0.882353,2,0.117647,5,0.294118,0,0.0,4,0.235294,13,0.764706,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.117647,0,0.0,0,0.0,0,0.0,15,0.882353,17,1.0,1.0,4,ai_use_legal_regulatory_risk
51,Progressive,PGR,0000080661,2025,18,2,0.111111,0,0.0,1,0.055556,0,0.0,15,0.833333,6,0.333333,11,0.611111,0,0.0,10,0.555556,17,0.944444,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.111111,0,0.0,1,0.055556,0,0.0,15,0.833333,18,1.0,1.0,4,ai_use_legal_regulatory_risk
52,Lowe's,LOW,0000060667,2024,3,0,0.0,2,0.666667,1,0.333333,0,0.0,0,0.0,0,0.0,6,2.0,0,0.0,7,2.333333,2,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.666667,1,0.333333,0,0.0,0,0.0,1,0.333333,0.333333,1,business_product_service_revenue
52,Lowe's,LOW,0000060667,2025,13,0,0.0,2,0.153846,3,0.230769,3,0.230769,5,0.384615,5,0.384615,41,3.153846,0,0.0,29,2.230769,10,0.769231,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.153846,3,0.230769,3,0.230769,5,0.384615,8,0.615384,0.384615,4,ai_use_legal_regulatory_risk
53,Energy Transfer,ET,0001276187,2023,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,2,2.0,2,2.0,4,4.0,1,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,2,cybersecurity_attacks_security_threats
53,Energy Transfer,ET,0001276187,2024,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,5,5.0,2,2.0,7,7.0,2,2.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,2,cybersecurity_attacks_security_threats
53,Energy Transfer,ET,0001276187,2025,1,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,0,0.0,5,5.0,2,2.0,7,7.0,2,2.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,1,1.0,0,0.0,0,0.0,1,1.0,1.0,2,cybersecurity_attacks_security_threats
54,Procter & Gamble,PG,0000080424,2024,5,4,0.8,0,0.0,1,0.2,0,0.0,0,0.0,9,1.8,27,5.4,2,0.4,21,4.2,12,2.4,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,0.8,0,0.0,1,0.2,0,0.0,0,0.0,5,1.0,1.0,0,privacy_data_law_protection
54,Procter & Gamble,PG,0000080424,2025,6,4,0.666667,1,0.166667,1,0.166667,0,0.0,0,0.0,9,1.5,26,4.333333,2,0.333333,22,3.666667,13,2.166667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,4,0.666667,1,0.166667,1,0.166667,0,0.0,0,0.0,5,0.833334,0.833333,0,privacy_data_law_protection
55,Sysco,SYY,0000096021,2023,2,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,1,0.5,0,0.0,2,1.0,3,1.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,0,0.0,1,0.5,1,0.5,1,0.5,0.0,3,ai_cloud_platform_infrastructure
55,Sysco,SYY,0000096021,2024,11,1,0.090909,3,0.272727,2,0.181818,1,0.090909,4,0.363636,6,0.545455,22,2.0,2,0.181818,20,1.818182,10,0.909091,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.090909,3,0.272727,2,0.181818,1,0.090909,4,0.363636,7,0.636363,0.545455,4,ai_use_legal_regulatory_risk
55,Sysco,SYY,0000096021,2025,11,1,0.090909,3,0.272727,2,0.181818,1,0.090909,4,0.363636,6,0.545455,22,2.0,2,0.181818,20,1.818182,10,0.909091,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.090909,3,0.272727,2,0.181818,1,0.090909,4,0.363636,7,0.636363,0.545455,4,ai_use_legal_regulatory_risk
56,American Express,AXP,0000004962,2023,16,5,0.3125,5,0.3125,2,0.125,0,0.0,4,0.25,27,1.6875,73,4.5625,0,0.0,115,7.1875,41,2.5625,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,5,0.3125,5,0.3125,2,0.125,0,0.0,4,0.25,11,0.6875,0.6875,0,privacy_data_law_protection
56,American Express,AXP,0000004962,2024,28,12,0.428571,6,0.214286,3,0.107143,0,0.0,7,0.25,34,1.214286,141,5.035714,0,0.0,229,8.178571,68,2.428571,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,12,0.428571,6,0.214286,3,0.107143,0,0.0,7,0.25,22,0.785714,0.785714,0,privacy_data_law_protection
56,American Express,AXP,0000004962,2025,37,9,0.243243,9,0.243243,5,0.135135,1,0.027027,13,0.351351,39,1.054054,127,3.432432,2,0.054054,187,5.054054,68,1.837838,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,9,0.243243,9,0.243243,5,0.135135,1,0.027027,13,0.351351,27,0.729729,0.702703,4,ai_use_legal_regulatory_risk
57,Albertsons,ACI,0001646972,2024,9,1,0.111111,1,0.111111,0,0.0,0,0.0,7,0.777778,1,0.111111,26,2.888889,3,0.333333,10,1.111111,7,0.777778,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.111111,1,0.111111,0,0.0,0,0.0,7,0.777778,8,0.888889,0.888889,4,ai_use_legal_regulatory_risk
57,Albertsons,ACI,0001646972,2025,11,0,0.0,1,0.090909,4,0.363636,0,0.0,6,0.545455,7,0.636364,22,2.0,3,0.272727,9,0.818182,7,0.636364,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.090909,4,0.363636,0,0.0,6,0.545455,10,0.909091,0.909091,4,ai_use_legal_regulatory_risk
58,Archer Daniels Midland,ADM,0000007084,2023,5,0,0.0,1,0.2,2,0.4,0,0.0,2,0.4,6,1.2,23,4.6,0,0.0,24,4.8,4,0.8,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.2,2,0.4,0,0.0,2,0.4,4,0.8,0.8,2,cybersecurity_attacks_security_threats
58,Archer Daniels Midland,ADM,0000007084,2024,17,0,0.0,1,0.058824,2,0.117647,0,0.0,14,0.823529,10,0.588235,50,2.941176,0,0.0,47,2.764706,31,1.823529,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.058824,2,0.117647,0,0.0,14,0.823529,16,0.941176,0.941176,4,ai_use_legal_regulatory_risk
58,Archer Daniels Midland,ADM,0000007084,2025,17,1,0.058824,0,0.0,3,0.176471,0,0.0,13,0.764706,4,0.235294,41,2.411765,0,0.0,45,2.647059,32,1.882353,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.058824,0,0.0,3,0.176471,0,0.0,13,0.764706,17,1.000001,1.0,4,ai_use_legal_regulatory_risk
59,MetLife,MET,0001099219,2023,11,3,0.272727,0,0.0,0,0.0,0,0.0,8,0.727273,0,0.0,10,0.909091,0,0.0,21,1.909091,14,1.272727,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.272727,0,0.0,0,0.0,0,0.0,8,0.727273,11,1.0,1.0,4,ai_use_legal_regulatory_risk
59,MetLife,MET,0001099219,2024,13,1,0.076923,3,0.230769,0,0.0,0,0.0,9,0.692308,1,0.076923,13,1.0,0,0.0,27,2.076923,16,1.230769,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.076923,3,0.230769,0,0.0,0,0.0,9,0.692308,10,0.769231,0.769231,4,ai_use_legal_regulatory_risk
59,MetLife,MET,0001099219,2025,13,3,0.230769,4,0.307692,0,0.0,1,0.076923,5,0.384615,6,0.461538,24,1.846154,0,0.0,35,2.692308,9,0.692308,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.230769,4,0.307692,0,0.0,1,0.076923,5,0.384615,8,0.615384,0.538462,4,ai_use_legal_regulatory_risk
60,HCA Healthcare,HCA,0000860730,2023,11,3,0.272727,0,0.0,1,0.090909,0,0.0,7,0.636364,3,0.272727,19,1.727273,0,0.0,17,1.545455,6,0.545455,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.272727,0,0.0,1,0.090909,0,0.0,7,0.636364,11,1.0,1.0,4,ai_use_legal_regulatory_risk
60,HCA Healthcare,HCA,0000860730,2024,32,2,0.0625,1,0.03125,3,0.09375,0,0.0,26,0.8125,15,0.46875,59,1.84375,3,0.09375,33,1.03125,25,0.78125,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.0625,1,0.03125,3,0.09375,0,0.0,26,0.8125,31,0.96875,0.96875,4,ai_use_legal_regulatory_risk
60,HCA Healthcare,HCA,0000860730,2025,41,3,0.073171,3,0.073171,3,0.073171,5,0.121951,27,0.658537,25,0.609756,69,1.682927,3,0.073171,53,1.292683,41,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.073171,3,0.073171,3,0.073171,5,0.121951,27,0.658537,33,0.804879,0.682927,4,ai_use_legal_regulatory_risk
61,Lockheed Martin,LMT,0000936468,2023,3,0,0.0,1,0.333333,1,0.333333,1,0.333333,0,0.0,0,0.0,6,2.0,0,0.0,6,2.0,2,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.333333,1,0.333333,1,0.333333,0,0.0,1,0.333333,0.0,1,business_product_service_revenue
61,Lockheed Martin,LMT,0000936468,2024,5,0,0.0,1,0.2,1,0.2,3,0.6,0,0.0,0,0.0,9,1.8,0,0.0,8,1.6,2,0.4,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.2,1,0.2,3,0.6,0,0.0,1,0.2,-0.4,3,ai_cloud_platform_infrastructure
61,Lockheed Martin,LMT,0000936468,2025,6,0,0.0,2,0.333333,1,0.166667,3,0.5,0,0.0,2,0.333333,10,1.666667,0,0.0,9,1.5,4,0.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.333333,1,0.166667,3,0.5,0,0.0,1,0.166667,-0.333333,3,ai_cloud_platform_infrastructure
63,Capital One Financial,COF,0000927628,2023,25,3,0.12,10,0.4,3,0.12,0,0.0,9,0.36,13,0.52,97,3.88,0,0.0,91,3.64,49,1.96,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,3,0.12,10,0.4,3,0.12,0,0.0,9,0.36,15,0.6,0.6,1,business_product_service_revenue
63,Capital One Financial,COF,0000927628,2024,30,5,0.166667,8,0.266667,3,0.1,0,0.0,14,0.466667,12,0.4,103,3.433333,4,0.133333,97,3.233333,49,1.633333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,5,0.166667,8,0.266667,3,0.1,0,0.0,14,0.466667,22,0.733334,0.733333,4,ai_use_legal_regulatory_risk
63,Capital One Financial,COF,0000927628,2025,49,7,0.142857,9,0.183673,5,0.102041,1,0.020408,27,0.55102,18,0.367347,131,2.673469,7,0.142857,135,2.755102,78,1.591837,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,7,0.142857,9,0.183673,5,0.102041,1,0.020408,27,0.55102,39,0.795918,0.77551,4,ai_use_legal_regulatory_risk
64,Allstate,ALL,0000899051,2023,2,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,1,0.5,0,0.0,0,0.0,3,1.5,1,0.5,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,1,0.5,0,0.0,0,0.0,1,0.5,1,0.5,0.5,1,business_product_service_revenue
64,Allstate,ALL,0000899051,2024,9,1,0.111111,3,0.333333,1,0.111111,0,0.0,4,0.444444,13,1.444444,22,2.444444,0,0.0,28,3.111111,9,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.111111,3,0.333333,1,0.111111,0,0.0,4,0.444444,6,0.666666,0.666667,4,ai_use_legal_regulatory_risk
64,Allstate,ALL,0000899051,2025,10,1,0.1,5,0.5,2,0.2,0,0.0,2,0.2,16,1.6,34,3.4,0,0.0,31,3.1,14,1.4,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.1,5,0.5,2,0.2,0,0.0,2,0.2,5,0.5,0.5,1,business_product_service_revenue
65,Caterpillar,CAT,0000018230,2023,2,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,6,3.0,0,0.0,0,0.0,0,0.0,2,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,1.0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,1,business_product_service_revenue
65,Caterpillar,CAT,0000018230,2024,3,0,0.0,2,0.666667,0,0.0,1,0.333333,0,0.0,6,2.0,0,0.0,3,1.0,1,0.333333,3,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,2,0.666667,0,0.0,1,0.333333,0,0.0,0,0.0,-0.333333,1,business_product_service_revenue
65,Caterpillar,CAT,0000018230,2025,4,0,0.0,3,0.75,0,0.0,1,0.25,0,0.0,6,1.5,2,0.5,1,0.25,6,1.5,4,1.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,3,0.75,0,0.0,1,0.25,0,0.0,0,0.0,-0.25,1,business_product_service_revenue
66,IBM,IBM,0000051143,2023,12,2,0.166667,3,0.25,3,0.25,4,0.333333,0,0.0,14,1.166667,33,2.75,0,0.0,43,3.583333,20,1.666667,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.166667,3,0.25,3,0.25,4,0.333333,0,0.0,5,0.416667,0.083333,3,ai_cloud_platform_infrastructure
66,IBM,IBM,0000051143,2024,23,2,0.086957,5,0.217391,8,0.347826,5,0.217391,3,0.130435,26,1.130435,62,2.695652,1,0.043478,67,2.913043,37,1.608696,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.086957,5,0.217391,8,0.347826,5,0.217391,3,0.130435,13,0.565218,0.347826,2,cybersecurity_attacks_security_threats
66,IBM,IBM,0000051143,2025,21,1,0.047619,5,0.238095,6,0.285714,6,0.285714,3,0.142857,23,1.095238,40,1.904762,1,0.047619,43,2.047619,41,1.952381,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.047619,5,0.238095,6,0.285714,6,0.285714,3,0.142857,10,0.47619,0.190476,2,cybersecurity_attacks_security_threats
67,Eli Lilly,LLY,0000059478,2023,14,1,0.071429,0,0.0,0,0.0,0,0.0,13,0.928571,9,0.642857,31,2.214286,3,0.214286,33,2.357143,12,0.857143,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.071429,0,0.0,0,0.0,0,0.0,13,0.928571,14,1.0,1.0,4,ai_use_legal_regulatory_risk
67,Eli Lilly,LLY,0000059478,2024,16,1,0.0625,0,0.0,1,0.0625,0,0.0,14,0.875,8,0.5,47,2.9375,3,0.1875,45,2.8125,14,0.875,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.0625,0,0.0,1,0.0625,0,0.0,14,0.875,16,1.0,1.0,4,ai_use_legal_regulatory_risk
67,Eli Lilly,LLY,0000059478,2025,20,2,0.1,0,0.0,1,0.05,0,0.0,17,0.85,11,0.55,46,2.3,3,0.15,51,2.55,15,0.75,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,2,0.1,0,0.0,1,0.05,0,0.0,17,0.85,20,1.0,1.0,4,ai_use_legal_regulatory_risk
68,Merck,MRK,0000310158,2023,4,0,0.0,0,0.0,2,0.5,0,0.0,2,0.5,1,0.25,17,4.25,0,0.0,16,4.0,7,1.75,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,2,0.5,0,0.0,2,0.5,4,1.0,1.0,2,cybersecurity_attacks_security_threats
68,Merck,MRK,0000310158,2024,6,1,0.166667,0,0.0,1,0.166667,0,0.0,4,0.666667,2,0.333333,19,3.166667,0,0.0,20,3.333333,14,2.333333,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.166667,0,0.0,1,0.166667,0,0.0,4,0.666667,6,1.000001,1.0,4,ai_use_legal_regulatory_risk
68,Merck,MRK,0000310158,2025,7,0,0.0,0,0.0,2,0.285714,0,0.0,5,0.714286,2,0.285714,16,2.285714,0,0.0,20,2.857143,14,2.0,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,0,0.0,0,0.0,2,0.285714,0,0.0,5,0.714286,7,1.0,1.0,4,ai_use_legal_regulatory_risk
70,Broadcom,AVGO,0001730168,2023,16,1,0.0625,2,0.125,2,0.125,11,0.6875,0,0.0,37,2.3125,41,2.5625,6,0.375,86,5.375,42,2.625,5,privacy_data_law_protection,business_product_service_revenue,cybersecurity_attacks_security_threats,ai_cloud_platform_infrastructure,ai_use_legal_regulatory_risk,1,0.0625,2,0.125,2,0.125,11,0.6875,0,0.0,3,0.1875,-0.5,3,ai_cloud_platform_infrastructure
